,region/country/area,year,series,type,tourism_arrivals_series_type,value,footnotes,continent
4380,Sao Tome and Principe,2010,Unemployment rate - Female,Labour & Unemployment,,22.9,Estimate.,Africa
4381,Sao Tome and Principe,2015,Labour force participation - Total,Labour & Unemployment,,54.3,Estimate.,Africa
4382,Sao Tome and Principe,2015,Unemployment rate - Total,Labour & Unemployment,,13.6,Estimate.,Africa
4383,Sao Tome and Principe,2015,Labour force participation - Male,Labour & Unemployment,,71.5,Estimate.,Africa
4384,Sao Tome and Principe,2015,Unemployment rate - Male,Labour & Unemployment,,9.6,Estimate.,Africa
4385,Sao Tome and Principe,2015,Labour force participation - Female,Labour & Unemployment,,37.3,Estimate.,Africa
4386,Sao Tome and Principe,2015,Unemployment rate - Female,Labour & Unemployment,,21.2,Estimate.,Africa
4387,Sao Tome and Principe,2024,Labour force participation - Total,Labour & Unemployment,,53.9,Estimate.,Africa
4388,Sao Tome and Principe,2024,Unemployment rate - Total,Labour & Unemployment,,14.2,Estimate.,Africa
4389,Sao Tome and Principe,2024,Labour force participation - Male,Labour & Unemployment,,70.4,Estimate.,Africa
4390,Sao Tome and Principe,2024,Unemployment rate - Male,Labour & Unemployment,,9.9,Estimate.,Africa
4391,Sao Tome and Principe,2024,Labour force participation - Female,Labour & Unemployment,,37.8,Estimate.,Africa
4392,Sao Tome and Principe,2024,Unemployment rate - Female,Labour & Unemployment,,22.0,Estimate.,Africa
4393,Saudi Arabia,2005,Labour force participation - Total,Labour & Unemployment,,53.1,Estimate.,Asia
4394,Saudi Arabia,2005,Unemployment rate - Total,Labour & Unemployment,,6.1,,Asia
4395,Saudi Arabia,2005,Labour force participation - Male,Labour & Unemployment,,76.0,Estimate.,Asia
4396,Saudi Arabia,2005,Unemployment rate - Male,Labour & Unemployment,,4.7,,Asia
4397,Saudi Arabia,2005,Labour force participation - Female,Labour & Unemployment,,18.2,Estimate.,Asia
4398,Saudi Arabia,2005,Unemployment rate - Female,Labour & Unemployment,,14.5,,Asia
4399,Saudi Arabia,2010,Labour force participation - Total,Labour & Unemployment,,53.2,Estimate.,Asia
4400,Saudi Arabia,2010,Unemployment rate - Total,Labour & Unemployment,,5.6,,Asia
4401,Saudi Arabia,2010,Labour force participation - Male,Labour & Unemployment,,76.0,Estimate.,Asia
4402,Saudi Arabia,2010,Unemployment rate - Male,Labour & Unemployment,,3.5,,Asia
4403,Saudi Arabia,2010,Labour force participation - Female,Labour & Unemployment,,19.2,Estimate.,Asia
4404,Saudi Arabia,2010,Unemployment rate - Female,Labour & Unemployment,,17.6,,Asia
4405,Saudi Arabia,2015,Labour force participation - Total,Labour & Unemployment,,56.6,,Asia
4406,Saudi Arabia,2015,Unemployment rate - Total,Labour & Unemployment,,5.6,,Asia
4407,Saudi Arabia,2015,Labour force participation - Male,Labour & Unemployment,,79.9,,Asia
4408,Saudi Arabia,2015,Unemployment rate - Male,Labour & Unemployment,,2.5,,Asia
4409,Saudi Arabia,2015,Labour force participation - Female,Labour & Unemployment,,22.2,,Asia
4410,Saudi Arabia,2015,Unemployment rate - Female,Labour & Unemployment,,22.2,,Asia
4411,Saudi Arabia,2024,Labour force participation - Total,Labour & Unemployment,,61.2,Estimate.,Asia
4412,Saudi Arabia,2024,Unemployment rate - Total,Labour & Unemployment,,4.8,Estimate.,Asia
4413,Saudi Arabia,2024,Labour force participation - Male,Labour & Unemployment,,79.6,Estimate.,Asia
4414,Saudi Arabia,2024,Unemployment rate - Male,Labour & Unemployment,,1.8,Estimate.,Asia
4415,Saudi Arabia,2024,Labour force participation - Female,Labour & Unemployment,,34.2,Estimate.,Asia
4416,Saudi Arabia,2024,Unemployment rate - Female,Labour & Unemployment,,14.8,Estimate.,Asia
4417,Senegal,2005,Labour force participation - Total,Labour & Unemployment,,50.0,Estimate.,Africa
4418,Senegal,2005,Unemployment rate - Total,Labour & Unemployment,,8.7,Estimate.,Africa
4419,Senegal,2005,Labour force participation - Male,Labour & Unemployment,,67.8,Estimate.,Africa
4420,Senegal,2005,Unemployment rate - Male,Labour & Unemployment,,6.9,Estimate.,Africa
4421,Senegal,2005,Labour force participation - Female,Labour & Unemployment,,33.5,Estimate.,Africa
4422,Senegal,2005,Unemployment rate - Female,Labour & Unemployment,,11.9,Estimate.,Africa
4423,Senegal,2010,Labour force participation - Total,Labour & Unemployment,,48.0,Estimate.,Africa
4424,Senegal,2010,Unemployment rate - Total,Labour & Unemployment,,10.2,Estimate.,Africa
4425,Senegal,2010,Labour force participation - Male,Labour & Unemployment,,63.4,Estimate.,Africa
4426,Senegal,2010,Unemployment rate - Male,Labour & Unemployment,,8.1,Estimate.,Africa
4427,Senegal,2010,Labour force participation - Female,Labour & Unemployment,,33.8,Estimate.,Africa
4428,Senegal,2010,Unemployment rate - Female,Labour & Unemployment,,13.7,Estimate.,Africa
4429,Senegal,2015,Labour force participation - Total,Labour & Unemployment,,45.5,,Africa
4430,Senegal,2015,Unemployment rate - Total,Labour & Unemployment,,6.8,,Africa
4431,Senegal,2015,Labour force participation - Male,Labour & Unemployment,,57.7,,Africa
4432,Senegal,2015,Unemployment rate - Male,Labour & Unemployment,,6.4,,Africa
4433,Senegal,2015,Labour force participation - Female,Labour & Unemployment,,34.3,,Africa
4434,Senegal,2015,Unemployment rate - Female,Labour & Unemployment,,7.3,,Africa
4435,Senegal,2024,Labour force participation - Total,Labour & Unemployment,,50.1,Estimate.,Africa
4436,Senegal,2024,Unemployment rate - Total,Labour & Unemployment,,2.9,Estimate.,Africa
4437,Senegal,2024,Labour force participation - Male,Labour & Unemployment,,63.6,Estimate.,Africa
4438,Senegal,2024,Unemployment rate - Male,Labour & Unemployment,,2.8,Estimate.,Africa
4439,Senegal,2024,Labour force participation - Female,Labour & Unemployment,,37.5,Estimate.,Africa
4440,Senegal,2024,Unemployment rate - Female,Labour & Unemployment,,3.1,Estimate.,Africa
4441,Serbia,2005,Labour force participation - Total,Labour & Unemployment,,53.7,,Europe
4442,Serbia,2005,Unemployment rate - Total,Labour & Unemployment,,20.9,,Europe
4443,Serbia,2005,Labour force participation - Male,Labour & Unemployment,,63.4,,Europe
4444,Serbia,2005,Unemployment rate - Male,Labour & Unemployment,,16.7,,Europe
4445,Serbia,2005,Labour force participation - Female,Labour & Unemployment,,44.9,,Europe
4446,Serbia,2005,Unemployment rate - Female,Labour & Unemployment,,26.1,,Europe
4447,Serbia,2010,Labour force participation - Total,Labour & Unemployment,,49.7,,Europe
4448,Serbia,2010,Unemployment rate - Total,Labour & Unemployment,,19.2,,Europe
4449,Serbia,2010,Labour force participation - Male,Labour & Unemployment,,58.6,,Europe
4450,Serbia,2010,Unemployment rate - Male,Labour & Unemployment,,18.4,,Europe
4451,Serbia,2010,Labour force participation - Female,Labour & Unemployment,,41.6,,Europe
4452,Serbia,2010,Unemployment rate - Female,Labour & Unemployment,,20.2,,Europe
4453,Serbia,2015,Labour force participation - Total,Labour & Unemployment,,51.6,,Europe
4454,Serbia,2015,Unemployment rate - Total,Labour & Unemployment,,17.7,,Europe
4455,Serbia,2015,Labour force participation - Male,Labour & Unemployment,,60.8,,Europe
4456,Serbia,2015,Unemployment rate - Male,Labour & Unemployment,,16.8,,Europe
4457,Serbia,2015,Labour force participation - Female,Labour & Unemployment,,43.3,,Europe
4458,Serbia,2015,Unemployment rate - Female,Labour & Unemployment,,18.7,,Europe
4459,Serbia,2024,Labour force participation - Total,Labour & Unemployment,,59.6,Estimate.,Europe
4460,Serbia,2024,Unemployment rate - Total,Labour & Unemployment,,6.8,Estimate.,Europe
4461,Serbia,2024,Labour force participation - Male,Labour & Unemployment,,68.6,Estimate.,Europe
4462,Serbia,2024,Unemployment rate - Male,Labour & Unemployment,,6.7,Estimate.,Europe
4463,Serbia,2024,Labour force participation - Female,Labour & Unemployment,,51.5,Estimate.,Europe
4464,Serbia,2024,Unemployment rate - Female,Labour & Unemployment,,6.9,Estimate.,Europe
4465,Seychelles,2005,Labour force participation - Total,Labour & Unemployment,,72.1,,Africa
4466,Seychelles,2005,Unemployment rate - Total,Labour & Unemployment,,5.5,,Africa
4467,Seychelles,2005,Unemployment rate - Male,Labour & Unemployment,,6.1,,Africa
4468,Seychelles,2005,Unemployment rate - Female,Labour & Unemployment,,4.9,,Africa
4469,Seychelles,2011,Labour force participation - Total,Labour & Unemployment,,65.0,Break in the time series.;Excluding the institutional population.;Excluding some areas.,Africa
4470,Seychelles,2011,Unemployment rate - Total,Labour & Unemployment,,4.1,Break in the time series.;Excluding the institutional population.;Excluding some areas.,Africa
4471,Seychelles,2011,Labour force participation - Male,Labour & Unemployment,,68.3,Break in the time series.;Excluding the institutional population.;Excluding some areas.,Africa
4472,Seychelles,2011,Unemployment rate - Male,Labour & Unemployment,,3.8,Break in the time series.;Excluding the institutional population.;Excluding some areas.,Africa
4473,Seychelles,2011,Labour force participation - Female,Labour & Unemployment,,61.9,Break in the time series.;Excluding the institutional population.;Excluding some areas.,Africa
4474,Seychelles,2011,Unemployment rate - Female,Labour & Unemployment,,4.5,Break in the time series.;Excluding the institutional population.;Excluding some areas.,Africa
4475,Sierra Leone,2005,Labour force participation - Total,Labour & Unemployment,,65.2,Estimate.,Africa
4476,Sierra Leone,2005,Unemployment rate - Total,Labour & Unemployment,,3.8,Estimate.,Africa
4477,Sierra Leone,2005,Labour force participation - Male,Labour & Unemployment,,65.5,Estimate.,Africa
4478,Sierra Leone,2005,Unemployment rate - Male,Labour & Unemployment,,5.0,Estimate.,Africa
4479,Sierra Leone,2005,Labour force participation - Female,Labour & Unemployment,,65.0,Estimate.,Africa
4480,Sierra Leone,2005,Unemployment rate - Female,Labour & Unemployment,,2.6,Estimate.,Africa
4481,Sierra Leone,2010,Labour force participation - Total,Labour & Unemployment,,60.7,Estimate.,Africa
4482,Sierra Leone,2010,Unemployment rate - Total,Labour & Unemployment,,4.5,Estimate.,Africa
4483,Sierra Leone,2010,Labour force participation - Male,Labour & Unemployment,,61.2,Estimate.,Africa
4484,Sierra Leone,2010,Unemployment rate - Male,Labour & Unemployment,,5.6,Estimate.,Africa
4485,Sierra Leone,2010,Labour force participation - Female,Labour & Unemployment,,60.3,Estimate.,Africa
4486,Sierra Leone,2010,Unemployment rate - Female,Labour & Unemployment,,3.5,Estimate.,Africa
4487,Sierra Leone,2015,Labour force participation - Total,Labour & Unemployment,,56.2,Estimate.,Africa
4488,Sierra Leone,2015,Unemployment rate - Total,Labour & Unemployment,,4.7,Estimate.,Africa
4489,Sierra Leone,2015,Labour force participation - Male,Labour & Unemployment,,57.3,Estimate.,Africa
4490,Sierra Leone,2015,Unemployment rate - Male,Labour & Unemployment,,5.7,Estimate.,Africa
4491,Sierra Leone,2015,Labour force participation - Female,Labour & Unemployment,,55.1,Estimate.,Africa
4492,Sierra Leone,2015,Unemployment rate - Female,Labour & Unemployment,,3.7,Estimate.,Africa
4493,Sierra Leone,2024,Labour force participation - Total,Labour & Unemployment,,53.8,Estimate.,Africa
4494,Sierra Leone,2024,Unemployment rate - Total,Labour & Unemployment,,3.2,Estimate.,Africa
4495,Sierra Leone,2024,Labour force participation - Male,Labour & Unemployment,,56.2,Estimate.,Africa
4496,Sierra Leone,2024,Unemployment rate - Male,Labour & Unemployment,,4.1,Estimate.,Africa
4497,Sierra Leone,2024,Labour force participation - Female,Labour & Unemployment,,51.4,Estimate.,Africa
4498,Sierra Leone,2024,Unemployment rate - Female,Labour & Unemployment,,2.1,Estimate.,Africa
4499,Singapore,2005,Labour force participation - Total,Labour & Unemployment,,66.2,,Asia
4500,Singapore,2005,Unemployment rate - Total,Labour & Unemployment,,5.6,,Asia
4501,Singapore,2005,Labour force participation - Male,Labour & Unemployment,,78.0,,Asia
4502,Singapore,2005,Unemployment rate - Male,Labour & Unemployment,,5.3,Estimate.,Asia
4503,Singapore,2005,Labour force participation - Female,Labour & Unemployment,,54.2,,Asia
4504,Singapore,2005,Unemployment rate - Female,Labour & Unemployment,,6.1,Estimate.,Asia
4505,Singapore,2010,Labour force participation - Total,Labour & Unemployment,,68.7,,Asia
4506,Singapore,2010,Unemployment rate - Total,Labour & Unemployment,,4.1,,Asia
4507,Singapore,2010,Labour force participation - Male,Labour & Unemployment,,78.7,,Asia
4508,Singapore,2010,Unemployment rate - Male,Labour & Unemployment,,3.9,,Asia
4509,Singapore,2010,Labour force participation - Female,Labour & Unemployment,,57.9,,Asia
4510,Singapore,2010,Unemployment rate - Female,Labour & Unemployment,,4.4,,Asia
4511,Singapore,2015,Labour force participation - Total,Labour & Unemployment,,71.2,,Asia
4512,Singapore,2015,Unemployment rate - Total,Labour & Unemployment,,3.8,,Asia
4513,Singapore,2015,Labour force participation - Male,Labour & Unemployment,,79.2,,Asia
4514,Singapore,2015,Unemployment rate - Male,Labour & Unemployment,,3.7,,Asia
4515,Singapore,2015,Labour force participation - Female,Labour & Unemployment,,62.3,,Asia
4516,Singapore,2015,Unemployment rate - Female,Labour & Unemployment,,4.0,,Asia
4517,Singapore,2024,Labour force participation - Total,Labour & Unemployment,,68.1,Estimate.,Asia
4518,Singapore,2024,Unemployment rate - Total,Labour & Unemployment,,3.5,Estimate.,Asia
4519,Singapore,2024,Labour force participation - Male,Labour & Unemployment,,75.0,Estimate.,Asia
4520,Singapore,2024,Unemployment rate - Male,Labour & Unemployment,,3.3,Estimate.,Asia
4521,Singapore,2024,Labour force participation - Female,Labour & Unemployment,,60.5,Estimate.,Asia
4522,Singapore,2024,Unemployment rate - Female,Labour & Unemployment,,3.7,Estimate.,Asia
4523,Slovakia,2005,Labour force participation - Total,Labour & Unemployment,,59.5,,Europe
4524,Slovakia,2005,Unemployment rate - Total,Labour & Unemployment,,16.3,,Europe
4525,Slovakia,2005,Labour force participation - Male,Labour & Unemployment,,68.3,,Europe
4526,Slovakia,2005,Unemployment rate - Male,Labour & Unemployment,,15.5,,Europe
4527,Slovakia,2005,Labour force participation - Female,Labour & Unemployment,,51.3,,Europe
4528,Slovakia,2005,Unemployment rate - Female,Labour & Unemployment,,17.3,,Europe
4529,Slovakia,2010,Labour force participation - Total,Labour & Unemployment,,59.0,,Europe
4530,Slovakia,2010,Unemployment rate - Total,Labour & Unemployment,,14.4,,Europe
4531,Slovakia,2010,Labour force participation - Male,Labour & Unemployment,,67.8,,Europe
4532,Slovakia,2010,Unemployment rate - Male,Labour & Unemployment,,14.2,,Europe
4533,Slovakia,2010,Labour force participation - Female,Labour & Unemployment,,50.8,,Europe
4534,Slovakia,2010,Unemployment rate - Female,Labour & Unemployment,,14.6,,Europe
4535,Slovakia,2015,Labour force participation - Total,Labour & Unemployment,,59.7,,Europe
4536,Slovakia,2015,Unemployment rate - Total,Labour & Unemployment,,11.5,,Europe
4537,Slovakia,2015,Labour force participation - Male,Labour & Unemployment,,67.9,,Europe
4538,Slovakia,2015,Unemployment rate - Male,Labour & Unemployment,,10.3,,Europe
4539,Slovakia,2015,Labour force participation - Female,Labour & Unemployment,,52.0,,Europe
4540,Slovakia,2015,Unemployment rate - Female,Labour & Unemployment,,12.9,,Europe
4541,Slovakia,2024,Labour force participation - Total,Labour & Unemployment,,61.4,Estimate.,Europe
4542,Slovakia,2024,Unemployment rate - Total,Labour & Unemployment,,5.7,Estimate.,Europe
4543,Slovakia,2024,Labour force participation - Male,Labour & Unemployment,,67.7,Estimate.,Europe
4544,Slovakia,2024,Unemployment rate - Male,Labour & Unemployment,,5.6,Estimate.,Europe
4545,Slovakia,2024,Labour force participation - Female,Labour & Unemployment,,55.5,Estimate.,Europe
4546,Slovakia,2024,Unemployment rate - Female,Labour & Unemployment,,5.8,Estimate.,Europe
4547,Slovenia,2005,Labour force participation - Total,Labour & Unemployment,,59.3,,Europe
4548,Slovenia,2005,Unemployment rate - Total,Labour & Unemployment,,6.6,,Europe
4549,Slovenia,2005,Labour force participation - Male,Labour & Unemployment,,66.0,,Europe
4550,Slovenia,2005,Unemployment rate - Male,Labour & Unemployment,,6.1,,Europe
4551,Slovenia,2005,Labour force participation - Female,Labour & Unemployment,,52.9,,Europe
4552,Slovenia,2005,Unemployment rate - Female,Labour & Unemployment,,7.1,,Europe
4553,Slovenia,2010,Labour force participation - Total,Labour & Unemployment,,59.2,,Europe
4554,Slovenia,2010,Unemployment rate - Total,Labour & Unemployment,,7.3,,Europe
4555,Slovenia,2010,Labour force participation - Male,Labour & Unemployment,,65.3,,Europe
4556,Slovenia,2010,Unemployment rate - Male,Labour & Unemployment,,7.4,,Europe
4557,Slovenia,2010,Labour force participation - Female,Labour & Unemployment,,53.3,,Europe
4558,Slovenia,2010,Unemployment rate - Female,Labour & Unemployment,,7.1,,Europe
4559,Slovenia,2015,Labour force participation - Total,Labour & Unemployment,,57.3,,Europe
4560,Slovenia,2015,Unemployment rate - Total,Labour & Unemployment,,9.0,,Europe
4561,Slovenia,2015,Labour force participation - Male,Labour & Unemployment,,62.9,,Europe
4562,Slovenia,2015,Unemployment rate - Male,Labour & Unemployment,,8.1,,Europe
4563,Slovenia,2015,Labour force participation - Female,Labour & Unemployment,,51.9,,Europe
4564,Slovenia,2015,Unemployment rate - Female,Labour & Unemployment,,10.1,,Europe
4565,Slovenia,2024,Labour force participation - Total,Labour & Unemployment,,58.6,Estimate.,Europe
4566,Slovenia,2024,Unemployment rate - Total,Labour & Unemployment,,3.4,Estimate.,Europe
4567,Slovenia,2024,Labour force participation - Male,Labour & Unemployment,,63.1,Estimate.,Europe
4568,Slovenia,2024,Unemployment rate - Male,Labour & Unemployment,,3.2,Estimate.,Europe
4569,Slovenia,2024,Labour force participation - Female,Labour & Unemployment,,54.0,Estimate.,Europe
4570,Slovenia,2024,Unemployment rate - Female,Labour & Unemployment,,3.5,Estimate.,Europe
4571,Solomon Islands,2005,Labour force participation - Total,Labour & Unemployment,,84.7,Estimate.,Oceania
4572,Solomon Islands,2005,Unemployment rate - Total,Labour & Unemployment,,1.9,Estimate.,Oceania
4573,Solomon Islands,2005,Labour force participation - Male,Labour & Unemployment,,86.3,Estimate.,Oceania
4574,Solomon Islands,2005,Unemployment rate - Male,Labour & Unemployment,,2.1,Estimate.,Oceania
4575,Solomon Islands,2005,Labour force participation - Female,Labour & Unemployment,,83.0,Estimate.,Oceania
4576,Solomon Islands,2005,Unemployment rate - Female,Labour & Unemployment,,1.7,Estimate.,Oceania
4577,Solomon Islands,2010,Labour force participation - Total,Labour & Unemployment,,84.2,Estimate.,Oceania
4578,Solomon Islands,2010,Unemployment rate - Total,Labour & Unemployment,,1.6,Estimate.,Oceania
4579,Solomon Islands,2010,Labour force participation - Male,Labour & Unemployment,,86.0,Estimate.,Oceania
4580,Solomon Islands,2010,Unemployment rate - Male,Labour & Unemployment,,1.8,Estimate.,Oceania
4581,Solomon Islands,2010,Labour force participation - Female,Labour & Unemployment,,82.5,Estimate.,Oceania
4582,Solomon Islands,2010,Unemployment rate - Female,Labour & Unemployment,,1.5,Estimate.,Oceania
4583,Solomon Islands,2015,Labour force participation - Total,Labour & Unemployment,,84.2,Estimate.,Oceania
4584,Solomon Islands,2015,Unemployment rate - Total,Labour & Unemployment,,0.7,Estimate.,Oceania
4585,Solomon Islands,2015,Labour force participation - Male,Labour & Unemployment,,85.8,Estimate.,Oceania
4586,Solomon Islands,2015,Unemployment rate - Male,Labour & Unemployment,,0.7,Estimate.,Oceania
4587,Solomon Islands,2015,Labour force participation - Female,Labour & Unemployment,,82.5,Estimate.,Oceania
4588,Solomon Islands,2015,Unemployment rate - Female,Labour & Unemployment,,0.8,Estimate.,Oceania
4589,Solomon Islands,2024,Labour force participation - Total,Labour & Unemployment,,84.6,Estimate.,Oceania
4590,Solomon Islands,2024,Unemployment rate - Total,Labour & Unemployment,,1.6,Estimate.,Oceania
4591,Solomon Islands,2024,Labour force participation - Male,Labour & Unemployment,,86.3,Estimate.,Oceania
4592,Solomon Islands,2024,Unemployment rate - Male,Labour & Unemployment,,1.5,Estimate.,Oceania
4593,Solomon Islands,2024,Labour force participation - Female,Labour & Unemployment,,82.8,Estimate.,Oceania
4594,Solomon Islands,2024,Unemployment rate - Female,Labour & Unemployment,,1.6,Estimate.,Oceania
4595,Somalia,2005,Labour force participation - Total,Labour & Unemployment,,34.5,Estimate.,Africa
4596,Somalia,2005,Unemployment rate - Total,Labour & Unemployment,,18.5,Estimate.,Africa
4597,Somalia,2005,Labour force participation - Male,Labour & Unemployment,,48.7,Estimate.,Africa
4598,Somalia,2005,Unemployment rate - Male,Labour & Unemployment,,16.1,Estimate.,Africa
4599,Somalia,2005,Labour force participation - Female,Labour & Unemployment,,20.7,Estimate.,Africa
4600,Somalia,2005,Unemployment rate - Female,Labour & Unemployment,,24.1,Estimate.,Africa
4601,Somalia,2010,Labour force participation - Total,Labour & Unemployment,,34.6,Estimate.,Africa
4602,Somalia,2010,Unemployment rate - Total,Labour & Unemployment,,18.6,Estimate.,Africa
4603,Somalia,2010,Labour force participation - Male,Labour & Unemployment,,48.9,Estimate.,Africa
4604,Somalia,2010,Unemployment rate - Male,Labour & Unemployment,,16.2,Estimate.,Africa
4605,Somalia,2010,Labour force participation - Female,Labour & Unemployment,,20.6,Estimate.,Africa
4606,Somalia,2010,Unemployment rate - Female,Labour & Unemployment,,24.3,Estimate.,Africa
4607,Somalia,2015,Labour force participation - Total,Labour & Unemployment,,34.3,Estimate.,Africa
4608,Somalia,2015,Unemployment rate - Total,Labour & Unemployment,,18.4,Estimate.,Africa
4609,Somalia,2015,Labour force participation - Male,Labour & Unemployment,,47.9,Estimate.,Africa
4610,Somalia,2015,Unemployment rate - Male,Labour & Unemployment,,16.0,Estimate.,Africa
4611,Somalia,2015,Labour force participation - Female,Labour & Unemployment,,20.9,Estimate.,Africa
4612,Somalia,2015,Unemployment rate - Female,Labour & Unemployment,,23.9,Estimate.,Africa
4613,Somalia,2024,Labour force participation - Total,Labour & Unemployment,,34.1,Estimate.,Africa
4614,Somalia,2024,Unemployment rate - Total,Labour & Unemployment,,19.1,Estimate.,Africa
4615,Somalia,2024,Labour force participation - Male,Labour & Unemployment,,47.3,Estimate.,Africa
4616,Somalia,2024,Unemployment rate - Male,Labour & Unemployment,,16.6,Estimate.,Africa
4617,Somalia,2024,Labour force participation - Female,Labour & Unemployment,,21.2,Estimate.,Africa
4618,Somalia,2024,Unemployment rate - Female,Labour & Unemployment,,24.8,Estimate.,Africa
4619,South Africa,2005,Labour force participation - Total,Labour & Unemployment,,60.0,Estimate.,Africa
4620,South Africa,2005,Unemployment rate - Total,Labour & Unemployment,,19.6,Estimate.,Africa
4621,South Africa,2005,Labour force participation - Male,Labour & Unemployment,,68.8,Estimate.,Africa
4622,South Africa,2005,Unemployment rate - Male,Labour & Unemployment,,17.6,Estimate.,Africa
4623,South Africa,2005,Labour force participation - Female,Labour & Unemployment,,52.4,Estimate.,Africa
4624,South Africa,2005,Unemployment rate - Female,Labour & Unemployment,,21.9,Estimate.,Africa
4625,South Africa,2010,Labour force participation - Total,Labour & Unemployment,,54.2,,Africa
4626,South Africa,2010,Unemployment rate - Total,Labour & Unemployment,,23.2,,Africa
4627,South Africa,2010,Labour force participation - Male,Labour & Unemployment,,62.2,,Africa
4628,South Africa,2010,Unemployment rate - Male,Labour & Unemployment,,21.7,,Africa
4629,South Africa,2010,Labour force participation - Female,Labour & Unemployment,,47.0,,Africa
4630,South Africa,2010,Unemployment rate - Female,Labour & Unemployment,,24.9,,Africa
4631,South Africa,2015,Labour force participation - Total,Labour & Unemployment,,57.7,,Africa
4632,South Africa,2015,Unemployment rate - Total,Labour & Unemployment,,22.9,,Africa
4633,South Africa,2015,Labour force participation - Male,Labour & Unemployment,,65.0,,Africa
4634,South Africa,2015,Unemployment rate - Male,Labour & Unemployment,,21.2,,Africa
4635,South Africa,2015,Labour force participation - Female,Labour & Unemployment,,51.0,,Africa
4636,South Africa,2015,Unemployment rate - Female,Labour & Unemployment,,24.8,,Africa
4637,South Africa,2024,Labour force participation - Total,Labour & Unemployment,,57.9,Estimate.,Africa
4638,South Africa,2024,Unemployment rate - Total,Labour & Unemployment,,28.6,Estimate.,Africa
4639,South Africa,2024,Labour force participation - Male,Labour & Unemployment,,64.1,Estimate.,Africa
4640,South Africa,2024,Unemployment rate - Male,Labour & Unemployment,,26.7,Estimate.,Africa
4641,South Africa,2024,Labour force participation - Female,Labour & Unemployment,,52.2,Estimate.,Africa
4642,South Africa,2024,Unemployment rate - Female,Labour & Unemployment,,30.8,Estimate.,Africa
4643,South Sudan,2005,Labour force participation - Total,Labour & Unemployment,,71.3,Estimate.,Africa
4644,South Sudan,2005,Unemployment rate - Total,Labour & Unemployment,,12.1,Estimate.,Africa
4645,South Sudan,2005,Labour force participation - Male,Labour & Unemployment,,73.5,Estimate.,Africa
4646,South Sudan,2005,Unemployment rate - Male,Labour & Unemployment,,11.1,Estimate.,Africa
4647,South Sudan,2005,Labour force participation - Female,Labour & Unemployment,,69.4,Estimate.,Africa
4648,South Sudan,2005,Unemployment rate - Female,Labour & Unemployment,,13.2,Estimate.,Africa
4649,South Sudan,2010,Labour force participation - Total,Labour & Unemployment,,71.1,Estimate.,Africa
4650,South Sudan,2010,Unemployment rate - Total,Labour & Unemployment,,12.4,Estimate.,Africa
4651,South Sudan,2010,Labour force participation - Male,Labour & Unemployment,,72.8,Estimate.,Africa
4652,South Sudan,2010,Unemployment rate - Male,Labour & Unemployment,,11.4,Estimate.,Africa
4653,South Sudan,2010,Labour force participation - Female,Labour & Unemployment,,69.6,Estimate.,Africa
4654,South Sudan,2010,Unemployment rate - Female,Labour & Unemployment,,13.5,Estimate.,Africa
4655,South Sudan,2015,Labour force participation - Total,Labour & Unemployment,,70.8,Estimate.,Africa
4656,South Sudan,2015,Unemployment rate - Total,Labour & Unemployment,,12.4,Estimate.,Africa
4657,South Sudan,2015,Labour force participation - Male,Labour & Unemployment,,71.8,Estimate.,Africa
4658,South Sudan,2015,Unemployment rate - Male,Labour & Unemployment,,11.4,Estimate.,Africa
4659,South Sudan,2015,Labour force participation - Female,Labour & Unemployment,,69.8,Estimate.,Africa
4660,South Sudan,2015,Unemployment rate - Female,Labour & Unemployment,,13.4,Estimate.,Africa
4661,South Sudan,2024,Labour force participation - Total,Labour & Unemployment,,70.8,Estimate.,Africa
4662,South Sudan,2024,Unemployment rate - Total,Labour & Unemployment,,11.8,Estimate.,Africa
4663,South Sudan,2024,Labour force participation - Male,Labour & Unemployment,,71.2,Estimate.,Africa
4664,South Sudan,2024,Unemployment rate - Male,Labour & Unemployment,,10.7,Estimate.,Africa
4665,South Sudan,2024,Labour force participation - Female,Labour & Unemployment,,70.4,Estimate.,Africa
4666,South Sudan,2024,Unemployment rate - Female,Labour & Unemployment,,12.9,Estimate.,Africa
4667,Spain,2005,Labour force participation - Total,Labour & Unemployment,,56.8,,Europe
4668,Spain,2005,Unemployment rate - Total,Labour & Unemployment,,9.2,,Europe
4669,Spain,2005,Labour force participation - Male,Labour & Unemployment,,67.9,,Europe
4670,Spain,2005,Unemployment rate - Male,Labour & Unemployment,,7.1,,Europe
4671,Spain,2005,Labour force participation - Female,Labour & Unemployment,,46.1,,Europe
4672,Spain,2005,Unemployment rate - Female,Labour & Unemployment,,12.0,,Europe
4673,Spain,2010,Labour force participation - Total,Labour & Unemployment,,59.3,,Europe
4674,Spain,2010,Unemployment rate - Total,Labour & Unemployment,,19.9,,Europe
4675,Spain,2010,Labour force participation - Male,Labour & Unemployment,,67.2,,Europe
4676,Spain,2010,Unemployment rate - Male,Labour & Unemployment,,19.6,,Europe
4677,Spain,2010,Labour force participation - Female,Labour & Unemployment,,51.7,,Europe
4678,Spain,2010,Unemployment rate - Female,Labour & Unemployment,,20.2,,Europe
4679,Spain,2015,Labour force participation - Total,Labour & Unemployment,,58.5,,Europe
4680,Spain,2015,Unemployment rate - Total,Labour & Unemployment,,22.1,,Europe
